,tweet_id,text,retweeted_status_id,rating_numerator,rating_denominator,name,Date,Time,Dog_Lingo,dog_breed_prediction1,dog_breed_prediction2,dog_breed_prediction3,favorite_count,lang,retweet_count
485,795400264262053889,This is Brody. He's trying to make the same face as the football. 12/10 https://t.co/2H4MfOGlpQ,,12.0,10,BRODY,2016-11-06,22:59:35 ,,golden_retriever,Labrador_retriever,tennis_ball,11270,en,3323
486,795076730285391872,This is Bailey. She loves going down slides but is very bad at it. Still 11/10 https://t.co/ivPWhspN3E,,11.0,10,BAILEY,2016-11-06,01:33:58 ,,gas_pump,harvester,swing,18139,en,6288
487,794926597468000259,This is Mack. He's rather h*ckin sleepy. Exceptional ears. 12/10 would boop https://t.co/XRPvTPF0VH,,12.0,10,MACK,2016-11-05,15:37:24 ,,teddy,bath_towel,toy_poodle,11492,en,2697
488,794332329137291264,This is Nimbus (like the cloud). He just bought this fancy af duck raincoat. Only protects one ear tho. 12/10 so h*ckin floofy https://t.co/SIQbb8c3AU,,12.0,10,NIMBUS,2016-11-04,00:15:59 ,,Samoyed,malamute,Great_Pyrenees,10686,en,3088
489,794205286408003585,This is Laika. She was a space pupper. The first space pupper actually. Orbited earth like a h*ckin boss. 14/10 hero af https://t.co/trSjgY3h4g,,14.0,10,LAIKA,2016-11-03,15:51:10 ,pupper,pedestal,fountain,brass,10314,en,3895
490,793962221541933056,This is Maximus. His face is stuck like that. Tragic really. Great tongue tho. 12/10 would pet firmly https://t.co/xIfrsMNLBR,,12.0,10,MAXIMUS,2016-11-02,23:45:19 ,,Labrador_retriever,golden_retriever,Staffordshire_bullterrier,18910,en,5711
491,793845145112371200,This is Clark. He was just caught wearing pants. 13/10 game-changing af https://t.co/2Xo19aPrG5,,13.0,10,CLARK,2016-11-02,16:00:06 ,,Old_English_sheepdog,Bedlington_terrier,Kerry_blue_terrier,10295,en,2187
492,793601777308463104,This is Dobby. I can't stop looking at her feet. 12/10 would absolutely snug https://t.co/LhzPWv6rTv,,12.0,10,DOBBY,2016-11-01,23:53:02 ,,miniature_pinscher,Chihuahua,toy_terrier,8926,en,1908
493,793500921481273345,This is Fiona. She's an extremely mediocre copilot. Very distracting. Wink makes up for all the missed turns. 12/10 https://t.co/aF5MmpvPqN,,12.0,10,FIONA,2016-11-01,17:12:16 ,,golden_retriever,Labrador_retriever,Chesapeake_Bay_retriever,11953,en,2786
494,793286476301799424,This is Moreton. He's the Good Boy Who Lived. 13/10 magical as h*ck https://t.co/rLHGx3VAF3,,13.0,10,MORETON,2016-11-01,03:00:09 ,,Afghan_hound,borzoi,doormat,27597,en,10723
495,793271401113350145,Meet Dave. It's his favorite day of the year. He gets to fulfill his dream of being a dinosaur. 12/10 inspirational af https://t.co/MgQSdfZGPN,,12.0,10,DAVE,2016-11-01,02:00:14 ,,Siberian_husky,Eskimo_dog,Pembroke,9677,en,2763
496,793256262322548741,Oh h*ck look at this spookling right here. Fright level off the charts. 12/10 sufficiently spooked https://t.co/BNy9IIJMb0,,12.0,10,,2016-11-01,01:00:05 ,,basset,Walker_hound,beagle,22350,en,9714
497,793241302385262592,This is Tucker. He's out here bustin h*ckin ghosts. 13/10 dedicated af https://t.co/Ap477GhwXt,,13.0,10,TUCKER,2016-11-01,00:00:38 ,,golden_retriever,Labrador_retriever,cocker_spaniel,11780,en,3812
498,793226087023144960,"This is Juno. She spooked me up real good, but only to get my attention. Above average handwriting for a dog I think. 11/10 https://t.co/hFxxBCWlwj",,11.0,10,JUNO,2016-10-31,23:00:11 ,,wire-haired_fox_terrier,Lakeland_terrier,English_springer,11001,en,3338
499,793210959003287553,This is Maude. She's the h*ckin happiest wasp you've ever seen. 10/10 would pet with caution https://t.co/etL8FHBrh8,,10.0,10,MAUDE,2016-10-31,22:00:04 ,,doormat,French_bulldog,Boston_bull,9997,en,3301
500,793195938047070209,Say hello to Lily. She's pupset that her costume doesn't fit as well as last year. 12/10 poor puppo https://t.co/YSi6K1firY,,12.0,10,LILY,2016-10-31,21:00:23 ,puppo,Labrador_retriever,golden_retriever,Chihuahua,17063,en,6547
501,793180763617361921,This is Newt. He's a strawberry. 11/10 https://t.co/2VhmlwxA1Q,,11.0,10,NEWT,2016-10-31,20:00:05 ,,Lakeland_terrier,Irish_terrier,Airedale,7740,en,2310
502,793165685325201412,This is Benji. He's Air Bud. It's a low effort costume but he pulls it off rather h*ckin well. 12/10 would happily get dunked on https://t.co/IbzT7DJvBo,,12.0,10,BENJI,2016-10-31,19:00:10 ,,golden_retriever,Labrador_retriever,doormat,10478,en,3238
503,793150605191548928,This is Nida. She's a free elf. Waited so long for this day. 11/10 https://t.co/3lE8Izgmkf,,11.0,10,NIDA,2016-10-31,18:00:14 ,,Italian_greyhound,bluetick,standard_poodle,6909,en,1984
504,793135492858580992,Your favorite squad is looking extra h*ckin spooky today. 13/10 for all https://t.co/PrgvOyPtDT,,13.0,10,,2016-10-31,17:00:11 ,,bakery,saltshaker,teddy,7214,en,2893
505,793120401413079041,"This is Robin. She's desperately trying to do me a frighten, but her tongue drastically decreases her spook value. Still 11/10 great effort https://t.co/sxMrsOZ8zb",,11.0,10,ROBIN,2016-10-31,16:00:13 ,,Labrador_retriever,golden_retriever,kuvasz,14202,en,4551
506,792913359805018113,Here is a perfect example of someone who has their priorities in order. 13/10 for both owner and Forrest https://t.co/LRyMrU7Wfq,,13.0,10,A,2016-10-31,02:17:31 ,,web_site,lighter,switch,16063,en,4715
507,792883833364439040,This is Bailey. She's rather h*ckin hype for Halloween tomorrow. Carved those pupkins herself. 12/10 https://t.co/v17mFm0Ftz,,12.0,10,BAILEY,2016-10-31,00:20:11 ,,jack-o'-lantern,basketball,standard_poodle,12666,en,4964
508,792773781206999040,This is Monster. Not an actual monster tho. He's showing you his tongue. Very impressive Monster. 12/10 would snug https://t.co/RhaPExuxJL,,12.0,10,MONSTER,2016-10-30,17:02:53 ,,Yorkshire_terrier,silky_terrier,Australian_terrier,8209,en,1963
509,792394556390137856,Meet BeBe. She rocks the messy bun of your dreams. H*ckin flawless. 12/10 would watch her tutorial https://t.co/of0pFNBIl8,,12.0,10,BEBE,2016-10-29,15:55:58 ,,cocker_spaniel,Irish_setter,miniature_poodle,15128,en,4998
510,792050063153438720,This is Remus. He's a mop that came to life. Can't see anything. Constantly trips over himself. Still a very good dog. 11/10 https://t.co/S3f1SYylzu,,11.0,10,REMUS,2016-10-28,17:07:05 ,,komondor,swab,Tibetan_terrier,8029,en,2088
511,791774931465953280,Vine will be deeply missed. This was by far my favorite one. 14/10 https://t.co/roqIxCvEB3,,14.0,10,,2016-10-27,22:53:48 ,,,,,37818,en,21156
512,791672322847637504,When she says you're a good boy and you know you're a good boy because you're a good boy. 13/10 https://t.co/O5IUmRHRIh,,13.0,10,,2016-10-27,16:06:04 ,,golden_retriever,Labrador_retriever,kuvasz,13129,en,3661
513,791406955684368384,Say hello to Levi. He's a Madagascan Butterbop. One of the more docile Butterbops I've seen. 12/10 would give all the pets https://t.co/Zcw9Sccctc,,12.0,10,LEVI,2016-10-26,22:31:36 ,,Pembroke,Cardigan,basenji,14670,en,4797
514,791312159183634433,This is Mabel. She's super h*ckin smol. Portable af. Comes with the smol shoe. 12/10 would keep in frocket https://t.co/GGJvxYt3xK,,12.0,10,MABEL,2016-10-26,16:14:55 ,,miniature_pinscher,toy_terrier,Doberman,9841,en,2963
515,790987426131050500,This is Misty. She has a cowboy hat on her nose. 12/10 https://t.co/Eno0mypHIr,,12.0,10,MISTY,2016-10-25,18:44:32 ,,cocker_spaniel,flat-coated_retriever,Newfoundland,11089,en,2483
516,790946055508652032,This is Betty. She's assisting with the dishes. Such a good puppo. 12/10 h*ckin helpful af https://t.co/dgvTPZ9tgI,,12.0,10,BETTY,2016-10-25,16:00:09 ,puppo,dishwasher,golden_retriever,chow,18601,en,5496
517,790698755171364864,This is Mosby. He appears to be rather h*ckin snuggable af. 12/10 keep it up Mosby https://t.co/IiiBq460I7,,12.0,10,MOSBY,2016-10-24,23:37:28 ,,Bernese_mountain_dog,EntleBucher,Appenzeller,9158,en,2203
518,790581949425475584,This is Duke. He sneaks into the fridge sometimes. It's his safe place. 11/10 would give little jacket if necessary https://t.co/Fd5WFDTMH4,,11.0,10,DUKE,2016-10-24,15:53:19 ,,refrigerator,malinois,kelpie,22473,en,8183
519,790337589677002753,Meet Maggie. She can hear your cells divide. 12/10 can also probably fly https://t.co/ovE2hqXryV,,12.0,10,MAGGIE,2016-10-23,23:42:19 ,,Pembroke,Cardigan,toy_terrier,8740,en,2167
520,790277117346975746,This is Bruce. He never backs down from a challenge. 11/10 you got this Bruce https://t.co/aI7umZHIq7,,11.0,10,BRUCE,2016-10-23,19:42:02 ,,Labrador_retriever,Great_Dane,curly-coated_retriever,14081,en,3732
521,789986466051088384,This is Happy. He's a bathtub reviewer. Seems to be pleased with this one. 12/10 https://t.co/Ln89R4FP7v,,12.0,10,HAPPY,2016-10-23,00:27:05 ,,tub,bathtub,golden_retriever,10369,en,2704
522,789903600034189313,This is Ralphy. His dreams were just shattered. Poor pupper. 13/10 it'll be ok Ralphy https://t.co/P0kSN6rT6H,,13.0,10,RALPHY,2016-10-22,18:57:48 ,pupper,,,,11673,en,4858
523,789628658055020548,This is Eli. He can fly. 13/10 magical af https://t.co/huPSJJ7FDI,,13.0,10,ELI,2016-10-22,00:45:17 ,,chow,cougar,Pomeranian,8448,en,2080
524,789599242079838210,This is Brownie. She's wearing a Halloween themed onesie. 12/10 festive af https://t.co/0R4meWXFOx,,12.0,10,BROWNIE,2016-10-21,22:48:24 ,,Chesapeake_Bay_retriever,beagle,Labrador_retriever,7620,en,2279
525,789530877013393408,This is Rizzy. She smiles a lot. 12/10 contagious af https://t.co/TU4sZogVIq,,12.0,10,RIZZY,2016-10-21,18:16:44 ,,schipperke,kelpie,Norwegian_elkhound,13188,en,3942
526,789314372632018944,"HE WAS JUST A LIL SLEEPY FROM BEING SUCH A GOOD DOGGI ALL THE TIME MISTAKES HAPPEN 13/10
https://t.co/G2ms0A5jWM",,13.0,10,,2016-10-21,03:56:25 ,,,,,9615,en,2666
527,789268448748703744,This is Stella. She's happier than I will ever be. 10/10 would trade lives with https://t.co/JSs2bfDtTS,,10.0,10,STELLA,2016-10-21,00:53:56 ,,malamute,Siberian_husky,Eskimo_dog,10196,en,3014
528,789137962068021249,This is Bo. He's a West Congolese Bugaboop Snuggle. Rather exotic. Master of the head tilt. 12/10 would pay to pet https://t.co/2jwxxtNzoN,,12.0,10,BO,2016-10-20,16:15:26 ,,Chihuahua,Pekinese,Pembroke,10875,en,3244
529,788908386943430656,"This is Lucy. She destroyed not one, but two remotes trying to turn off the debate. 11/10 relatable af https://t.co/3BXh073tDm",,11.0,10,LUCY,2016-10-20,01:03:11 ,,remote_control,oscilloscope,golden_retriever,30653,en,14409
530,788765914992902144,This is Butter. She can have whatever she wants forever. 12/10 would hug softly https://t.co/x5gXRS1abq,,12.0,10,BUTTER,2016-10-19,15:37:03 ,,cocker_spaniel,golden_retriever,jigsaw_puzzle,30658,en,12014
531,788412144018661376,This is Dexter. He breaks hearts for a living. 11/10 h*ckin handsome af https://t.co/4DhSsC1W7S,,11.0,10,DEXTER,2016-10-18,16:11:17 ,,golden_retriever,Labrador_retriever,Brittany_spaniel,16060,en,5990
532,788178268662984705,Atlas is back and this time he's got doggles. Still 13/10 solarly conscious af https://t.co/s7MgFWDySc,,13.0,10,,2016-10-18,00:41:57 ,,Samoyed,Pomeranian,Arctic_fox,8100,en,2488
533,788150585577050112,This is Leo. He's a golden chow. Rather h*ckin rare. 13/10 would give extra pats https://t.co/xosHjFzVXc,,13.0,10,LEO,2016-10-17,22:51:57 ,,chow,Pomeranian,Chihuahua,6865,en,1510
534,788039637453406209,Did... did they pick out that license plate? 12/10 for both https://t.co/lRmUUOxgbQ,,12.0,10,,2016-10-17,15:31:05 ,,beach_wagon,minivan,limousine,6867,en,1535
535,787810552592695296,This is Frank. He wears sunglasses and walks himself. 11/10 I'll never be this cool or independent https://t.co/pNNjBtHWPc,,11.0,10,FRANK,2016-10-17,00:20:47 ,,pug,French_bulldog,English_setter,9717,en,3540
536,787717603741622272,This is Tonks. She is a service puppo. Can hear a caterpillar hiccup from 7 miles away. 13/10 would follow anywhere https://t.co/i622ZbWkUp,,13.0,10,TONKS,2016-10-16,18:11:26 ,puppo,German_shepherd,malinois,kelpie,11416,en,3240
537,787397959788929025,This is Moose. He's rather h*ckin dangerous (you can tell by the collar). 11/10 would still attempt to snug https://t.co/lHVHGdDzb3,,11.0,10,MOOSE,2016-10-15,21:01:17 ,,Chihuahua,toy_terrier,miniature_pinscher,12120,en,3300
538,787322443945877504,This is Lincoln. He forgot to use his blinker when he changed lanes just now. Guilty as h*ck. Still 10/10 https://t.co/lsrR83SiVp,,10.0,10,LINCOLN,2016-10-15,16:01:13 ,,seat_belt,golden_retriever,dingo,8726,en,2032
539,786963064373534720,This is Rory. He's got an interview in a few minutes. Looking spiffy af. Nervous as h*ck tho. 12/10 would hire https://t.co/ibj5g6xaAj,,12.0,10,RORY,2016-10-14,16:13:10 ,,golden_retriever,Saluki,Labrador_retriever,29725,en,9327
540,786709082849828864,"This is Logan, the Chow who lived. He solemnly swears he's up to lots of good. H*ckin magical af 9.75/10 https://t.co/yBO5wuqaPS",,9.75,10,LOGAN,2016-10-13,23:23:56 ,,Pomeranian,Persian_cat,chow,20296,en,7069
541,786664955043049472,"""Honestly Kathleen I just want more Ken Bone"" 12/10 https://t.co/HmlEvAMP4r",,12.0,10,,2016-10-13,20:28:35 ,,Leonberg,keeshond,Pomeranian,11957,en,2996
542,786595970293370880,This is Dale. He's a real spookster. Did me quite the frighten. 11/10 not too spooky to pet tho https://t.co/L8BWDD4oBX,,11.0,10,DALE,2016-10-13,15:54:28 ,,Pembroke,Cardigan,chow,10497,en,3601
543,786363235746385920,This is Rizzo. He has many talents. A true renaissance doggo. 13/10 entertaining af https://t.co/TVXpEJB7Wn,,13.0,10,RIZZO,2016-10-13,00:29:39 ,doggo,golden_retriever,Labrador_retriever,Saluki,12189,en,4072
544,786286427768250368,This is Arnie. He's afraid of his own bark. 12/10 would comfort https://t.co/ObT2tSxXit,,12.0,10,ARNIE,2016-10-12,19:24:27 ,,,,,8930,en,3352
545,786233965241827333,This is Mattie. She's extremely dangerous. Will bite your h*ckin finger right off. Still 11/10 would pet with caution https://t.co/78c9W8kLFh,,11.0,10,MATTIE,2016-10-12,15:55:59 ,,Labrador_retriever,schipperke,Staffordshire_bullterrier,17178,en,5571
546,786051337297522688,13/10 for breakdancing puppo @shibbnbot,,13.0,10,,2016-10-12,03:50:17 ,puppo,,,,1614,en,179
547,785927819176054784,This is Lucy. She's strives to be the best potato she can be. 12/10 would boop https://t.co/lntsj7Fc4Y,,12.0,10,LUCY,2016-10-11,19:39:28 ,,teddy,toy_poodle,chow,12696,en,3652
548,785872687017132033,Meet Rusty. He appears to be rather h*ckin fluffy. Also downright adorable af. 12/10 would rub my face against his https://t.co/1j9kLGb4wV,,12.0,10,RUSTY,2016-10-11,16:00:24 ,,Great_Pyrenees,golden_retriever,Pekinese,7489,en,2130
549,785639753186217984,This is Pinot. He's a sophisticated doggo. You can tell by the hat. Also pointier than your average pupper. Still 10/10 would pet cautiously https://t.co/f2wmLZTPHd,,10.0,10,PINOT,2016-10-11,00:34:48 ,doggopupper,porcupine,sea_urchin,echidna,8735,en,2561
550,785533386513321988,This is Dallas. Her tongue is ridiculous. 11/10 h*ckin proud af https://t.co/h4jhlH4EyG,,11.0,10,DALLAS,2016-10-10,17:32:08 ,,miniature_pinscher,black-and-tan_coonhound,Rottweiler,10183,en,2334
551,785515384317313025,"Today, 10/10, should be National Dog Rates Day",,10.0,10,,2016-10-10,16:20:36 ,,,,,6800,en,1477
552,785264754247995392,This is Doc. He requested to be carried around like that. 12/10 anything for Doc https://t.co/mWYACm4qnx,,12.0,10,DOC,2016-10-09,23:44:41 ,,teddy,cradle,chow,8128,en,1911
553,785170936622350336,This is Hero. He was enjoying the car ride until he remembered that bees are dying globally at an alarming rate. 11/10 https://t.co/cubFg7F4qQ,,11.0,10,HERO,2016-10-09,17:31:53 ,,seat_belt,Eskimo_dog,Samoyed,13491,en,5639
554,784826020293709826,This is Rusty. He's going D1 for sure. Insane vertical. 13/10 would draft https://t.co/AsykOwMrXQ,,13.0,10,RUSTY,2016-10-08,18:41:19 ,,chow,binoculars,Irish_setter,11310,en,3712
555,784517518371221505,This is Frankie. He has yet to learn how to control his tongue. 11/10 maybe one day https://t.co/p6fgYe2dB6,,11.0,10,FRANKIE,2016-10-07,22:15:26 ,,malamute,Eskimo_dog,Siberian_husky,10039,en,2970
556,784431430411685888,This is Stormy. He's curly af. Already pupared for Coachella next year. 12/10 https://t.co/PHA1vtqqpt,,12.0,10,STORMY,2016-10-07,16:33:21 ,,miniature_poodle,toy_poodle,standard_poodle,6329,en,1491
557,784183165795655680,This is Reginald. He's one magical puppo. Aerodynamic af. 12/10 would catch https://t.co/t0cEeRbcXJ,,12.0,10,REGINALD,2016-10-07,00:06:50 ,puppo,,,,22513,en,9374
558,784057939640352768,This is Balto. He's very content. Legendary tongue slippage. 12/10 would pet forever https://t.co/T7Jr4Gw4sC,,12.0,10,BALTO,2016-10-06,15:49:14 ,,,,,33505,en,12953
559,783839966405230592,This is Riley. His owner put a donut pillow around him and he loves it so much he won't let anyone take it off. 13/10 https://t.co/8TCQcsZCZ8,,13.0,10,RILEY,2016-10-06,01:23:05 ,,quilt,Siamese_cat,three-toed_sloth,33689,en,12643
560,783821107061198850,This is Mairi. She has mastered the art of camouflage. 12/10 h*ckin sneaky af https://t.co/STcPjiNAHp,,12.0,10,MAIRI,2016-10-06,00:08:09 ,,Lakeland_terrier,golden_retriever,standard_poodle,8209,en,2269
561,783695101801398276,This is Loomis. He's the leader of the Kenneth search party. The passion is almost overwhelming. 12/10 one day he will be free https://t.co/kCRKlFg4AY,,12.0,10,LOOMIS,2016-10-05,15:47:27 ,,chow,golden_retriever,Australian_terrier,11650,en,3737
562,783466772167098368,This is Finn. He likes eavesdropping from filing cabinets. It's a real issue but no one has approached him about it. 11/10 would still pet https://t.co/s8W8Del9HQ,,11.0,10,FINN,2016-10-05,00:40:09 ,,Chihuahua,miniature_pinscher,toy_terrier,9468,en,2608
563,783391753726550016,Meet Godi. He's an avid beachgoer and part time rainbow summoner. Eyeliner flawless af. 13/10 would snug well https://t.co/BO936YdJdi,,13.0,10,GODI,2016-10-04,19:42:03 ,,Norwegian_elkhound,cairn,keeshond,18908,en,6441
564,783334639985389568,This is Dave. He's currently in a predicament. Doesn't seem to mind tho. 12/10 someone assist Dave https://t.co/nfprKAXqwu,,12.0,10,DAVE,2016-10-04,15:55:06 ,,Cardigan,Shetland_sheepdog,Pembroke,32651,en,13616
565,783085703974514689,This is Earl. He can't catch. Did his best tho. 11/10 would repair confidence with extra pats https://t.co/IsqyvbjFgM,,11.0,10,EARL,2016-10-03,23:25:55 ,,Chesapeake_Bay_retriever,Airedale,boxer,9112,en,2565
566,782969140009107456,This is Cali. She arrived preassembled. Convenient af. 12/10 appears to be rather h*ckin pettable https://t.co/vOBV1ZqVcX,,12.0,10,CALI,2016-10-03,15:42:44 ,,seat_belt,golden_retriever,Labrador_retriever,26949,en,8521
567,782747134529531904,This is Deacon. He's the happiest almost dry doggo I've ever seen. 11/10 would smile back https://t.co/C6fUMnHt1H,,11.0,10,DEACON,2016-10-03,01:00:34 ,doggo,golden_retriever,otterhound,clumber,8310,en,1604
568,782722598790725632,"This is Penny. She fought a bee and the bee won. 10/10 you're fine Penny, everything's fine https://t.co/zrMVdfFej6",,10.0,10,PENNY,2016-10-02,23:23:04 ,,Irish_setter,golden_retriever,seat_belt,19250,en,6238
569,782598640137187329,This is Timmy. He's quite large. According to a trusted source it's actually a dog wearing a dog suit. 11/10 https://t.co/BIUchFwHqn,,11.0,10,TIMMY,2016-10-02,15:10:30 ,,malamute,Tibetan_mastiff,Eskimo_dog,8694,en,2184
570,782305867769217024,This is Sampson. He just graduated. Ready to be a doggo now. Time for the real world. 12/10 have fun with taxes https://t.co/pgVKxRw0s1,,12.0,10,SAMPSON,2016-10-01,19:47:08 ,doggo,briard,soft-coated_wheaten_terrier,Lhasa,18630,en,6470
571,781955203444699136,This is Chipson. He weighed in at .3 ounces and is officially super h*ckin smol. Space-saving af. 11/10 would snug delicately https://t.co/FjEsk7A1JV,,11.0,10,CHIPSON,2016-09-30,20:33:43 ,,pool_table,dining_table,microwave,12357,en,3920
572,781661882474196992,Who keeps sending in pictures without dogs in them? This needs to stop. 5/10 for the mediocre road https://t.co/ELqelxWMrC,,5.0,10,,2016-09-30,01:08:10 ,,Pembroke,golden_retriever,collie,11634,en,3129
573,781655249211752448,This is Combo. The daily struggles of being a doggo have finally caught up with him. 11/10 https://t.co/LOKrNo0OM7,,11.0,10,COMBO,2016-09-30,00:41:48 ,doggo,,,,4466,en,1314
574,781308096455073793,"Pupper butt 1, Doggo 0. Both 12/10 https://t.co/WQvcPEpH2u",,12.0,10,,2016-09-29,01:42:20 ,doggopupper,,,,7973,en,2961
575,781251288990355457,This is Oakley. He just got yelled at for going 46 in a 45. Churlish af. 11/10 would still pet so well https://t.co/xIYsa6LPA4,,11.0,10,OAKLEY,2016-09-28,21:56:36 ,,Mexican_hairless,Italian_greyhound,seat_belt,9428,en,2458
576,781163403222056960,"We normally don't rate lobsters, but this one appears to be a really good lobster. 10/10 would pet with caution https://t.co/YkHc7U7uUy",,10.0,10,,2016-09-28,16:07:23 ,,Shetland_sheepdog,collie,Border_collie,10895,en,3168
577,780931614150983680,I want to finally rate this iconic puppo who thinks the parade is all for him. 13/10 would absolutely attend https://t.co/5dUYOu4b8d,,13.0,10,,2016-09-28,00:46:20 ,puppo,padlock,necklace,chain,24192,en,8536
578,780858289093574656,"This is Dash. He's very stylish, but also incredibly unimpressed with the current state of our nation. 10/10 would pet ears first https://t.co/YElO4hvXI6",,10.0,10,DASH,2016-09-27,19:54:58 ,,Chesapeake_Bay_retriever,Sussex_spaniel,kelpie,8033,en,2328
579,780800785462489090,This is Koda. He has a weird relationship with tall grass. Slightly concerning. 11/10 would def still pet https://t.co/KQzSR8eCsw,,11.0,10,KODA,2016-09-27,16:06:28 ,,Siberian_husky,Eskimo_dog,Pembroke,6141,en,1505
580,780601303617732608,Meet Hercules. He can have whatever he wants for the rest of eternity. 12/10 would snug passionately https://t.co/mH0IOyFdIG,,12.0,10,HERCULES,2016-09-27,02:53:48 ,,Saint_Bernard,Cardigan,English_springer,13525,en,3839
581,780543529827336192,Here's a perturbed super floof. 12/10 would snug so damn well https://t.co/VG095mi09Q,,12.0,10,,2016-09-26,23:04:13 ,,golden_retriever,Labrador_retriever,Tibetan_mastiff,7040,en,2032
582,780459368902959104,"This is Bear. Don't worry, he's not a real bear tho. Contains unreal amounts of squish. 11/10 heteroskedastic af https://t.co/coi4l1T2Sm",,11.0,10,BEAR,2016-09-26,17:29:48 ,,Great_Dane,German_shepherd,bull_mastiff,5892,en,1224
583,780074436359819264,Here's a doggo questioning his entire existence. 10/10 someone tell him he's a good boy  https://t.co/dVm5Hgdpeb,,10.0,10,,2016-09-25,16:00:13 ,doggo,,,,13723,en,5815
584,779834332596887552,This is Scout. He really wants to kiss himself. H*ckin inappropriate. 11/10 narcissistic af https://t.co/x0gV2Ck3AD,,11.0,10,SCOUT,2016-09-25,00:06:08 ,,golden_retriever,cocker_spaniel,Great_Pyrenees,21252,en,8237
585,779377524342161408,Have you ever seen such a smol pupper? Portable af. 12/10 would keep in shirt pocket https://t.co/KsqaIzlQ12,,12.0,10,,2016-09-23,17:50:56 ,pupper,sundial,cash_machine,maze,9831,en,3613
586,779123168116150273,This is Reggie. He hugs everyone he meets. 12/10 keep spreading the love Reggie https://t.co/uMfhduaate,,12.0,10,REGGIE,2016-09-23,01:00:13 ,,toy_poodle,soft-coated_wheaten_terrier,cocker_spaniel,13206,en,4207
587,779056095788752897,Everybody drop what you're doing and look at this dog. 13/10 must be super h*ckin rare https://t.co/I1bJUzUEW5,,13.0,10,,2016-09-22,20:33:42 ,,Chihuahua,toy_terrier,kelpie,16500,en,5247
588,778990705243029504,This is Jay. He's really h*ckin happy about the start of fall. Sneaky tongue slip in 2nd pic. 11/10 snuggly af https://t.co/vyx1X5eyWI,,11.0,10,JAY,2016-09-22,16:13:51 ,,cocker_spaniel,Labrador_retriever,Chihuahua,22342,en,8437
589,778764940568104960,"Oh my god it's Narcos but Barkos. 13/10 someone please make this happen
https://t.co/tird9cIlzB",,13.0,10,,2016-09-22,01:16:45 ,,,,,955,en,426
590,778748913645780993,"This is Mya (pronounced ""mmmyah?""). Her head is round af. 11/10 would pat accordingly https://t.co/1dpEuALnY0",,11.0,10,MYA,2016-09-22,00:13:04 ,,Staffordshire_bullterrier,boxer,American_Staffordshire_terrier,7717,en,1562
591,778650543019483137,"Meet Strider. He thinks he's a sorority girl. Already wants to go to NYC for a weekend to say he's ""studied abroad"" 10/10 https://t.co/KYZkPuiC1l",,10.0,10,STRIDER,2016-09-21,17:42:10 ,,German_shepherd,malinois,kelpie,6430,en,1729
592,778624900596654080,This is Penny. She's a sailor pup. 11/10 would take to the open seas with https://t.co/0rRxyBQt32,,11.0,10,PENNY,2016-09-21,16:00:17 ,,Airedale,Irish_terrier,Lakeland_terrier,5177,en,1176
593,778408200802557953,RIP Loki. Thank you for the good times. You will be missed by many. 14/10 https://t.co/gJKD9pst5A,,14.0,10,,2016-09-21,01:39:11 ,,Pembroke,Cardigan,beagle,15135,en,5023
594,778383385161035776,This is Nala. She's a future Dogue model. Won't respond to my texts. 13/10 would be an honor to pet https://t.co/zP1IvAATWv,,13.0,10,NALA,2016-09-21,00:00:35 ,,collie,borzoi,Border_collie,6515,en,1271
595,778286810187399168,This is Stanley. He has too much skin. Isn't happy about it. Quite pupset actually. Still 11/10 would comfort https://t.co/hhTfnPrWfb,,11.0,10,STANLEY,2016-09-20,17:36:50 ,,Boston_bull,pug,muzzle,11576,en,3836
596,778039087836069888,Evolution of a pupper yawn featuring Max. 12/10 groundbreaking stuff https://t.co/t8Y4x9DmVD,,12.0,10,,2016-09-20,01:12:28 ,pupper,German_shepherd,malinois,Norwegian_elkhound,9417,en,3065
597,778027034220126208,This is Sophie. She's a Jubilant Bush Pupper. Super h*ckin rare. Appears at random just to smile at the locals. 11.27/10 would smile back https://t.co/QFaUiIHxHq,,11.27,10,SOPHIE,2016-09-20,00:24:34 ,pupper,clumber,cocker_spaniel,Lhasa,7320,en,1885
598,777885040357281792,This is Wesley. He's clearly trespassing. Seems rather h*ckin violent too. Weaponized forehead. 3/10 wouldn't let in https://t.co/pL7wbMRW7M,,3.0,10,WESLEY,2016-09-19,15:00:20 ,,Afghan_hound,basset,Siberian_husky,7078,en,1893
599,777684233540206592,"""Yep... just as I suspected. You're not flossing."" 12/10 and 11/10 for the pup not flossing https://t.co/SuXcI9B7pQ",,12.0,10,,2016-09-19,01:42:24 ,,cocker_spaniel,golden_retriever,otterhound,12518,en,3403
600,777621514455814149,This is Derek. You can't look at him and not smile. Must've just had a blue pupsicle. 12/10 would snug intensely https://t.co/BnVTMtUeI3,,12.0,10,DEREK,2016-09-18,21:33:11 ,,chow,Norwich_terrier,Pomeranian,9742,en,2910
601,777189768882946048,This is Jeffrey. He's being held so he doesn't fly away. 12/10 would set free https://t.co/d3aLyCykn7,,12.0,10,JEFFREY,2016-09-17,16:57:35 ,,Chihuahua,Mexican_hairless,hog,15921,en,4999
602,776813020089548800,Meet Solomon. He was arrested for possession of adorable and attempted extra pats on the head. 12/10 would post bail https://t.co/nFqLaOLUQA,,12.0,10,SOLOMON,2016-09-16,16:00:31 ,,toy_poodle,miniature_poodle,standard_poodle,5444,en,1405
